nama	kelas	n_pemakai	homograf_kbbi
Novalita	orang:nama-depan	2	tidak
Ratna	orang:nama-depan	2	ya
Jaden	orang:nama-depan	2	tidak
Rizki	orang:nama-depan	2	tidak
Fadillah	orang:nama-depan	2	tidak
Tita	orang:nama-depan	2	tidak
Surya	orang:nama-depan	2	ya
Rafi	orang:nama-depan	2	ya
Riska	orang:nama-depan	2	tidak
Debora	orang:nama-depan	2	tidak
Alif	orang:nama-depan	2	ya
Justian	orang:nama-depan	2	tidak
Rafika	orang:nama-depan	2	tidak
Teguh	orang:nama-depan	2	ya
Yulianto	orang:nama-keluarga	2	tidak
Rumbewas	orang:nama-keluarga	2	tidak
Pongoh	orang:nama-keluarga	2	tidak
Heryanto	orang:nama-keluarga	2	tidak
Natsir	orang:nama-keluarga	2	tidak
Abubakar	orang:nama-keluarga	2	tidak
Kusumastuti	orang:nama-keluarga	2	tidak
Hendra	orang:nama-keluarga	2	tidak
Adistia	orang:nama-keluarga	2	tidak
Melati	orang:nama-keluarga	2	ya
Maheswari	orang:nama-keluarga	2	tidak
Saputro	orang:nama-keluarga	2	tidak
Tampi	orang:nama-keluarga	2	ya
Wong	orang:nama-keluarga	2	ya
Yuliana	orang:nama-keluarga	2	tidak
Jansen	orang:nama-keluarga	2	tidak
Damayanti	orang:nama-keluarga	2	tidak
Latief	orang:nama-keluarga	2	tidak
Subagja	orang:nama-keluarga	2	tidak
Tantri	orang:nama-keluarga	2	tidak
Hendrawan	orang:nama-keluarga	2	tidak
Sonneville	orang:nama-keluarga	2	tidak
Wiranata	orang:nama-keluarga	2	tidak
Setiadi	orang:nama-keluarga	2	tidak
Kuncoro	orang:nama-keluarga	2	tidak
Widianto	orang:nama-keluarga	2	tidak
John	orang:nama-keluarga	2	tidak
Suprianto	orang:nama-keluarga	2	tidak
Suwarno	orang:nama-keluarga	2	tidak
Hatta	orang:nama-keluarga	2	ya
Malik	orang:nama-keluarga	2	ya
Yang	orang:nama-keluarga	2	ya
Teng	orang:nama-keluarga	2	ya
Toer	orang:nama-keluarga	2	tidak
Lukas	orang:nama-keluarga	2	tidak
Adnan	orang:nama-keluarga	2	ya
Urbach	orang:nama-keluarga	2	tidak
Limpele	orang:nama-keluarga	2	tidak
Gideon	orang:nama-keluarga	2	tidak
Jaya	orang:nama-keluarga	2	ya
Mandagi	orang:nama-keluarga	2	tidak
Sodikin	orang:nama-keluarga	2	tidak
Xie	orang:nama-keluarga	2	tidak
Diah	orang:nama-keluarga	2	ya
Riyadi	orang:nama-keluarga	2	tidak
Sunarko	orang:nama-keluarga	2	tidak
Razak	orang:nama-keluarga	2	tidak
Marzuki	orang:nama-keluarga	2	tidak
Tjan	orang:nama-keluarga	2	tidak
Djamaluddin	orang:nama-keluarga	2	tidak
Kartika	orang:nama-keluarga	2	ya
Ariani	orang:nama-keluarga	2	tidak
Sastrowardoyo	orang:nama-keluarga	2	tidak
William	orang:nama-keluarga	2	tidak
Oka	orang:nama-keluarga	2	tidak
Lesmana	orang:nama-keluarga	2	tidak
Devi	orang:nama-keluarga	2	tidak
Walandouw	orang:nama-keluarga	2	tidak
Quinn	orang:nama-keluarga	2	tidak
Rudy	orang:nama-keluarga	2	tidak
Suharto	orang:nama-keluarga	2	tidak
Sanusi	orang:nama-keluarga	2	tidak
Murad	orang:nama-keluarga	2	ya
Anas	orang:nama-keluarga	2	tidak
Abidin	orang:nama-keluarga	2	ya
Chaniago	orang:nama-keluarga	2	tidak
Klopper	orang:nama-keluarga	2	tidak
Ryder	orang:nama-keluarga	2	tidak
Wilson	orang:nama-keluarga	2	tidak
Wenas	orang:nama-keluarga	2	tidak
Taher	orang:nama-keluarga	2	tidak
Fatah	orang:nama-keluarga	2	ya
Lee	orang:nama-keluarga	2	tidak
Ibrahim	orang:nama-keluarga	2	tidak
Sarah	orang:nama-keluarga	2	tidak
Boer	orang:nama-keluarga	2	tidak
Joseph	orang:nama-keluarga	2	tidak
Salam	orang:nama-keluarga	2	ya
Idris	orang:nama-keluarga	2	tidak
Basri	orang:nama-keluarga	2	tidak
Karamoy	orang:nama-keluarga	2	tidak
Simon	orang:nama-keluarga	2	tidak
Rumbiak	orang:nama-keluarga	2	tidak
Tobing	orang:nama-keluarga	2	tidak
Xu	orang:nama-keluarga	2	tidak
Nazif	orang:nama-keluarga	2	tidak
Triana	orang:nama-keluarga	2	tidak
Pical	orang:nama-keluarga	2	tidak
Siahaan	orang:nama-keluarga	2	tidak
Elizabeth	orang:nama-keluarga	2	tidak
Tampubolon	orang:nama-keluarga	2	tidak
Lydia	orang:nama-keluarga	2	tidak
Verhoeven	orang:nama-keluarga	2	tidak
Alia	orang:nama-keluarga	2	tidak
Effendy	orang:nama-keluarga	2	tidak
Alim	orang:nama-keluarga	2	ya
Koto	orang:nama-keluarga	2	tidak
Jessica	orang:nama-keluarga	2	tidak
Saladin	orang:nama-keluarga	2	tidak
Smit	orang:nama-keluarga	2	tidak
Ye	orang:nama-keluarga	2	ya
Tjoa	orang:nama-keluarga	2	tidak
Herawati	orang:nama-keluarga	2	tidak
Dinata	orang:nama-keluarga	2	tidak
Pane	orang:nama-keluarga	2	tidak
Gumulya	orang:nama-keluarga	2	tidak
Pangestu	orang:nama-keluarga	2	ya
Wu	orang:nama-keluarga	2	tidak
Hardi	orang:nama-keluarga	2	tidak
Lamo	orang:nama-keluarga	2	tidak
Ryan	orang:nama-keluarga	2	tidak
Ramdhan	orang:nama-keluarga	2	tidak
Sidin	orang:nama-keluarga	2	tidak
Utomo	orang:nama-keluarga	2	tidak
Sumanti	orang:nama-keluarga	2	tidak
Aditya	orang:nama-keluarga	2	tidak
Dahlan	orang:nama-keluarga	2	tidak
Maramis	orang:nama-keluarga	2	tidak
White	orang:nama-keluarga	2	tidak
Zhao	orang:nama-keluarga	2	tidak
Wardana	orang:nama-keluarga	2	tidak
Hattu	orang:nama-keluarga	2	tidak
Cai	orang:nama-keluarga	2	tidak
Callebaut	orang:nama-keluarga	2	tidak
Kamil	orang:nama-keluarga	2	ya
Eden	orang:nama-keluarga	2	tidak
Sasongko	orang:nama-keluarga	2	tidak
Limpo	orang:nama-keluarga	2	tidak
Mende	orang:nama-keluarga	2	tidak
Putro	orang:nama-keluarga	2	tidak
Darwin	orang:nama-keluarga	2	tidak
Agnes	orang:nama-keluarga	2	tidak
Prima	orang:nama-keluarga	2	ya
Ardianto	orang:nama-keluarga	2	tidak
Farida	orang:nama-keluarga	2	tidak
Paulus	orang:nama-keluarga	2	tidak
Abraham	orang:nama-keluarga	2	tidak
Miranda	orang:nama-keluarga	2	tidak
Rompis	orang:nama-keluarga	2	tidak
Sembiring	orang:nama-keluarga	2	tidak
Alam	orang:nama-keluarga	2	ya
Waas	orang:nama-keluarga	2	tidak
Natali	orang:nama-keluarga	2	tidak
Hartawan	orang:nama-keluarga	2	ya
Andreas	orang:nama-keluarga	2	tidak
Tulus	orang:nama-keluarga	2	ya
Saba	orang:nama-keluarga	2	ya
Sagala	orang:nama-keluarga	2	tidak
Austin	orang:nama-keluarga	2	tidak
Marpaung	orang:nama-keluarga	2	tidak
Ramdani	orang:nama-keluarga	2	tidak
Alexa	orang:nama-keluarga	2	tidak
Dondokambey	orang:nama-keluarga	2	tidak
Kandow	orang:nama-keluarga	2	tidak
Leonard	orang:nama-keluarga	2	tidak
Noor	orang:nama-keluarga	2	tidak
Rositawati	orang:nama-keluarga	2	tidak
Ulfa	orang:nama-keluarga	2	tidak
Yunita	orang:nama-keluarga	2	tidak
Yuwono	orang:nama-keluarga	2	tidak
Dendeng	orang:nama-keluarga	2	ya
Tjioe	orang:nama-keluarga	2	tidak
Cahyo	orang:nama-keluarga	2	tidak
Rivai	orang:nama-keluarga	2	tidak
Sudrajad	orang:nama-keluarga	2	tidak
Arif	orang:nama-keluarga	2	ya
Thio	orang:nama-keluarga	2	tidak
Khasanah	orang:nama-keluarga	2	tidak
Plate	orang:nama-keluarga	2	tidak
Marlina	orang:nama-keluarga	2	tidak
Wardoyo	orang:nama-keluarga	2	tidak
Purnomo	orang:nama-keluarga	2	tidak
Prakoso	orang:nama-keluarga	2	tidak
Winarto	orang:nama-keluarga	2	tidak
Wulansari	orang:nama-keluarga	2	tidak
Aryanto	orang:nama-keluarga	2	tidak
Purnama	orang:nama-keluarga	2	ya
Martin	orang:nama-keluarga	2	tidak
Joesoef	orang:nama-keluarga	2	tidak
Tumbelaka	orang:nama-keluarga	2	tidak
Bachtiar	orang:nama-keluarga	2	tidak
Made	orang:nama-keluarga	2	tidak
Bintang	orang:nama-keluarga	2	ya
Azhar	orang:nama-keluarga	2	tidak
Hermansyah	orang:nama-keluarga	2	tidak
Wahab	orang:nama-keluarga	2	tidak
Sudrajat	orang:nama-keluarga	2	tidak
Fauzi	orang:nama-keluarga	2	tidak
Jafar	orang:nama-keluarga	2	tidak
Kusumawati	orang:nama-keluarga	2	tidak
Yu	orang:nama-keluarga	2	ya
Ellis	orang:nama-keluarga	2	tidak
Nabila	orang:nama-keluarga	2	tidak
Fadillah	orang:nama-keluarga	2	tidak
Jackson	orang:nama-keluarga	2	tidak
Sijabat	orang:nama-keluarga	2	tidak
Rangga	orang:nama-keluarga	2	ya
Raka	orang:nama-keluarga	2	ya
Mahendra	orang:nama-keluarga	2	tidak
Bibra	orang:nama-keluarga	2	tidak
Scheunemann	orang:nama-keluarga	2	tidak
Dafandi	orang:nama-keluarga	2	tidak
Arafixqli	orang:nama-keluarga	2	tidak
Supit	orang:nama-keluarga	2	ya
Trisnanto	orang:nama-keluarga	2	tidak
Wulandari	orang:nama-keluarga	2	tidak
Latuconsina (marga)	orang:nama-keluarga	2	tidak
Patriani	orang:nama-keluarga	2	tidak
Kondi	orang:nama-keluarga	2	tidak
Suni	orang:nama-keluarga	2	ya
Thie	orang:nama-keluarga	2	tidak
Mayasari	orang:nama-keluarga	2	tidak
Puspitasari	orang:nama-keluarga	2	tidak
Syahputra	orang:nama-keluarga	2	tidak
Purbowati	orang:nama-keluarga	2	tidak
Joris	orang:nama-keluarga	2	tidak
Hanafi	orang:nama-keluarga	2	ya
Wicaksono	orang:nama-keluarga	2	tidak
Pramono	orang:nama-keluarga	2	tidak
Hasibuan	orang:nama-keluarga	2	tidak
Catur	orang:nama-keluarga	2	ya
Novianti	orang:nama-keluarga	2	tidak
Permata	orang:nama-keluarga	2	ya
Ayu	orang:nama-keluarga	2	ya
Farrell	orang:nama-keluarga	2	tidak
Sutisna	orang:nama-keluarga	2	tidak
Rumajar	orang:nama-keluarga	2	tidak
Kurniahu	orang:nama-keluarga	2	tidak
Gosal	orang:nama-keluarga	2	tidak
Saraswati	orang:nama-keluarga	2	tidak
Illahi	orang:nama-keluarga	2	tidak
Salsabila	orang:nama-keluarga	2	tidak
Efendi	orang:nama-keluarga	2	ya
Aryadi	orang:nama-keluarga	2	tidak
Aprilia	orang:nama-keluarga	2	tidak
Sary	orang:nama-keluarga	2	tidak
Munanda	orang:nama-keluarga	2	tidak
Pala	orang:nama-keluarga	2	ya
Maga	orang:nama-keluarga	2	tidak
Delon	orang:nama-depan	1	tidak
Carmelita	orang:nama-depan	1	tidak
Tia	orang:nama-depan	1	tidak
Fushou	orang:nama-depan	1	tidak
Yuniang	orang:nama-depan	1	tidak
Corry	orang:nama-depan	1	tidak
Dandi	orang:nama-depan	1	ya
Pek Sen	orang:nama-depan	1	tidak
Dellis	orang:nama-depan	1	tidak
Deyana	orang:nama-depan	1	tidak
Dhany	orang:nama-depan	1	tidak
Dharma	orang:nama-depan	1	tidak
Rexy	orang:nama-depan	1	tidak
Donatus	orang:nama-depan	1	tidak
Dorothea	orang:nama-depan	1	tidak
Guna	orang:nama-depan	1	ya
Alrie	orang:nama-depan	1	tidak
Jones	orang:nama-depan	1	tidak
Ralfy	orang:nama-depan	1	tidak
Moreno	orang:nama-depan	1	tidak
Rendra	orang:nama-depan	1	tidak
Poo Djian	orang:nama-depan	1	tidak
Riyanto	orang:nama-depan	1	tidak
Eng	orang:nama-depan	1	tidak
Patria	orang:nama-depan	1	tidak
Erma	orang:nama-depan	1	tidak
Lesmina	orang:nama-depan	1	tidak
Jenna	orang:nama-depan	1	tidak
Rob	orang:nama-depan	1	tidak
Nikolay	orang:nama-depan	1	tidak
Guilherme	orang:nama-depan	1	tidak
Aji	orang:nama-depan	1	ya
Komala	orang:nama-depan	1	tidak
Shendy	orang:nama-depan	1	tidak
Ivanna	orang:nama-depan	1	tidak
Tanya	orang:nama-depan	1	ya
Alvent	orang:nama-depan	1	tidak
Raema	orang:nama-depan	1	tidak
Feng	orang:nama-depan	1	tidak
Fung	orang:nama-depan	1	tidak
Lius	orang:nama-depan	1	tidak
Hariamanto	orang:nama-depan	1	tidak
Liliyana	orang:nama-depan	1	tidak
Andrianus	orang:nama-depan	1	tidak
Aprida	orang:nama-depan	1	tidak
Meiliana	orang:nama-depan	1	tidak
Greysia	orang:nama-depan	1	tidak
Febe	orang:nama-depan	1	tidak
Dionysius	orang:nama-depan	1	tidak
Hayom	orang:nama-depan	1	tidak
Imay	orang:nama-depan	1	tidak
Andhika	orang:nama-depan	1	tidak
Tontowi	orang:nama-depan	1	tidak
Mulia	orang:nama-depan	1	ya
Aadijatmiko	orang:nama-depan	1	tidak
Gebby	orang:nama-depan	1	tidak
Ristiyani	orang:nama-depan	1	tidak
Destiara	orang:nama-depan	1	tidak
Sarwendah	orang:nama-depan	1	tidak
Taty	orang:nama-depan	1	tidak
Feinya	orang:nama-depan	1	tidak
Minarni	orang:nama-depan	1	tidak
Nitya	orang:nama-depan	1	tidak
Krishinda	orang:nama-depan	1	tidak
Cindana	orang:nama-depan	1	tidak
Hayam	orang:nama-depan	1	tidak
Suharto	orang:nama-depan	1	tidak
Marty	orang:nama-depan	1	tidak
Riky	orang:nama-depan	1	tidak
Try	orang:nama-depan	1	tidak
Berthold	orang:nama-depan	1	tidak
Raphael	orang:nama-depan	1	tidak
Joe Hok	orang:nama-depan	1	tidak
Fran	orang:nama-depan	1	tidak
Zelin	orang:nama-depan	1	tidak
Bellaetrix	orang:nama-depan	1	tidak
Minarti	orang:nama-depan	1	tidak
Mia	orang:nama-depan	1	tidak
Ludwig	orang:nama-depan	1	tidak
Kaisa	orang:nama-depan	1	tidak
Patah	orang:nama-depan	1	ya
Pramoedya	orang:nama-depan	1	tidak
Ananta	orang:nama-depan	1	tidak
Abu Bakar	orang:nama-depan	1	tidak
Iie	orang:nama-depan	1	tidak
Fauzi	orang:nama-depan	1	tidak
Adriyanti	orang:nama-depan	1	tidak
Afiat	orang:nama-depan	1	ya
Yuris	orang:nama-depan	1	ya
Agripina	orang:nama-depan	1	tidak
Annemarie	orang:nama-depan	1	tidak
Yevgeni	orang:nama-depan	1	tidak
Angelique	orang:nama-depan	1	tidak
Bona	orang:nama-depan	1	tidak
Apriliana	orang:nama-depan	1	tidak
Ardy	orang:nama-depan	1	tidak
Swie King	orang:nama-depan	1	tidak
Lida	orang:nama-depan	1	tidak
Filep	orang:nama-depan	1	tidak
Semuel	orang:nama-depan	1	tidak
Atik	orang:nama-depan	1	tidak
Atu	orang:nama-depan	1	tidak
Wifqi	orang:nama-depan	1	tidak
Benyamin	orang:nama-depan	1	tidak
Didit	orang:nama-depan	1	tidak
Renna	orang:nama-depan	1	tidak
Setyo	orang:nama-depan	1	tidak
Praveen	orang:nama-depan	1	tidak
Ertanto	orang:nama-depan	1	tidak
Willie	orang:nama-depan	1	tidak
Keshya	orang:nama-depan	1	tidak
Nurvita	orang:nama-depan	1	tidak
Hermawan	orang:nama-depan	1	tidak
Nazril	orang:nama-depan	1	tidak
Ruud	orang:nama-depan	1	tidak
Flandy	orang:nama-depan	1	tidak
Florentinus	orang:nama-depan	1	tidak
Rocharjanta	orang:nama-depan	1	tidak
Victo	orang:nama-depan	1	tidak
Sylvina	orang:nama-depan	1	tidak
Gaspar	orang:nama-depan	1	tidak
Hieronymus	orang:nama-depan	1	tidak
Fernaldi	orang:nama-depan	1	tidak
Girulfus	orang:nama-depan	1	tidak
Emanuelle	orang:nama-depan	1	tidak
Icuk	orang:nama-depan	1	tidak
Gustiani	orang:nama-depan	1	tidak
Tjeng Kiang	orang:nama-depan	1	tidak
Hastomo	orang:nama-depan	1	tidak
Heni	orang:nama-depan	1	tidak
Hera	orang:nama-depan	1	tidak
Desi	orang:nama-depan	1	tidak
Hilarius	orang:nama-depan	1	tidak
Tahir	orang:nama-depan	1	ya
Rieke	orang:nama-depan	1	tidak
Nurhaena	orang:nama-depan	1	tidak
Jeffer	orang:nama-depan	1	tidak
Shella	orang:nama-depan	1	tidak
Josephus	orang:nama-depan	1	tidak
King Gwan	orang:nama-depan	1	tidak
Aras	orang:nama-depan	1	ya
Tiong Ping	orang:nama-depan	1	tidak
Suwardi	orang:nama-depan	1	tidak
Holvy	orang:nama-depan	1	tidak
Lilik	orang:nama-depan	1	tidak
Lingga	orang:nama-depan	1	ya
Elfira	orang:nama-depan	1	tidak
Marleve	orang:nama-depan	1	tidak
Daeva	orang:nama-depan	1	tidak
Muljadi	orang:nama-depan	1	tidak
Mário	orang:nama-depan	1	tidak
Nara	orang:nama-depan	1	ya
Very	orang:nama-depan	1	tidak
Selena	orang:nama-depan	1	tidak
Purwati	orang:nama-depan	1	tidak
Yanu	orang:nama-depan	1	tidak
Rony	orang:nama-depan	1	tidak
Yusfin	orang:nama-depan	1	tidak
Sandiarto	orang:nama-depan	1	tidak
Nicolaas	orang:nama-depan	1	tidak
Senatria	orang:nama-depan	1	tidak
Hiren	orang:nama-depan	1	tidak
Shesar	orang:nama-depan	1	tidak
Ilija	orang:nama-depan	1	tidak
Stenny	orang:nama-depan	1	tidak
Iko	orang:nama-depan	1	tidak
General	orang:nama-depan	1	tidak
Riri	orang:nama-depan	1	tidak
Isaak	orang:nama-depan	1	tidak
Tjun	orang:nama-depan	1	tidak
Chunsheng	orang:nama-depan	1	tidak
Tutang	orang:nama-depan	1	tidak
Guillaume	orang:nama-depan	1	tidak
Aprilsasi	orang:nama-depan	1	tidak
Wenjiao	orang:nama-depan	1	tidak
Boen Kao	orang:nama-depan	1	tidak
Alamsyah	orang:nama-depan	1	tidak
Ed	orang:nama-depan	1	tidak
Edmund	orang:nama-depan	1	tidak
Edmon	orang:nama-depan	1	tidak
Egidia	orang:nama-depan	1	tidak
Elbert	orang:nama-depan	1	tidak
Elmir	orang:nama-depan	1	tidak
Eman	orang:nama-depan	1	tidak
Enda	orang:nama-depan	1	tidak
Ermina	orang:nama-depan	1	tidak
Erny	orang:nama-depan	1	tidak
Eron	orang:nama-depan	1	tidak
Estelle	orang:nama-depan	1	tidak
Celia	orang:nama-depan	1	tidak
Fasli	orang:nama-depan	1	tidak
Ferzi	orang:nama-depan	1	tidak
Filomeno	orang:nama-depan	1	tidak
Gadiza	orang:nama-depan	1	tidak
Ganjar	orang:nama-depan	1	ya
Gavin	orang:nama-depan	1	tidak
Ilana	orang:nama-depan	1	tidak
Ines	orang:nama-depan	1	tidak
Irish	orang:nama-depan	1	tidak
Ivy	orang:nama-depan	1	tidak
Jill	orang:nama-depan	1	tidak
Joanna	orang:nama-depan	1	tidak
Gerhard	orang:nama-depan	1	tidak
Johann	orang:nama-depan	1	tidak
Christoph	orang:nama-depan	1	tidak
Ditmar	orang:nama-depan	1	tidak
Edric	orang:nama-depan	1	tidak
Eileen	orang:nama-depan	1	tidak
Izaak	orang:nama-depan	1	tidak
Fahira	orang:nama-depan	1	tidak
Giovanni	orang:nama-depan	1	tidak
María	orang:nama-depan	1	tidak
Nini	orang:nama-depan	1	ya
Fatin	orang:nama-depan	1	tidak
Nabilah	orang:nama-depan	1	tidak
Abdel	orang:nama-depan	1	tidak
Abdul Hafiz	orang:nama-depan	1	tidak
ʿAbd al-Ṣamad	orang:nama-depan	1	tidak
Achiel	orang:nama-depan	1	tidak
Adra	orang:nama-depan	1	tidak
Pricilla	orang:nama-depan	1	tidak
Aischa	orang:nama-depan	1	tidak
Alessandro	orang:nama-depan	1	tidak
Alessia	orang:nama-depan	1	tidak
Alissa	orang:nama-depan	1	tidak
Josua	orang:nama-depan	1	tidak
Junior	orang:nama-depan	1	ya
Katinka	orang:nama-depan	1	tidak
Kees	orang:nama-depan	1	tidak
Kelvin	orang:nama-depan	1	tidak
Kieran	orang:nama-depan	1	tidak
Klemen	orang:nama-depan	1	tidak
Yulan	orang:nama-depan	1	tidak
Lea	orang:nama-depan	1	tidak
Lella	orang:nama-depan	1	tidak
Leona	orang:nama-depan	1	tidak
Lyra	orang:nama-depan	1	tidak
Maggie	orang:nama-depan	1	tidak
Manuella	orang:nama-depan	1	tidak
Marlis	orang:nama-depan	1	tidak
Marlon	orang:nama-depan	1	tidak
Edison	orang:nama-depan	1	tidak
Engelbert	orang:nama-depan	1	tidak
Eros	orang:nama-depan	1	tidak
Ersa	orang:nama-depan	1	tidak
Fabiano	orang:nama-depan	1	tidak
Flip	orang:nama-depan	1	tidak
Soejatmi	orang:nama-depan	1	tidak
Haidar	orang:nama-depan	1	tidak
Cliffton	orang:nama-depan	1	tidak
Conny	orang:nama-depan	1	tidak
Donnie	orang:nama-depan	1	tidak
Eno	orang:nama-depan	1	tidak
Hubert	orang:nama-depan	1	tidak
Harvey	orang:nama-depan	1	tidak
Amy	orang:nama-depan	1	tidak
Anand	orang:nama-depan	1	tidak
Anastasia	orang:nama-depan	1	tidak
Anicetus	orang:nama-depan	1	tidak
Archie	orang:nama-depan	1	tidak
Man	orang:nama-depan	1	ya
Asti	orang:nama-depan	1	tidak
Diandra	orang:nama-depan	1	tidak
Balthasar	orang:nama-depan	1	tidak
Reguna	orang:nama-depan	1	tidak
Bando	orang:nama-depan	1	ya
Basir	orang:nama-depan	1	ya
Bastian	orang:nama-depan	1	tidak
Bennedict	orang:nama-depan	1	tidak
Yanti	orang:nama-depan	1	tidak
Yoseph	orang:nama-depan	1	tidak
Yuni	orang:nama-depan	1	tidak
Gertrudes	orang:nama-depan	1	tidak
Garin	orang:nama-depan	1	tidak
Noor	orang:nama-depan	1	tidak
Kade	orang:nama-depan	1	ya
Vic	orang:nama-depan	1	tidak
Kassian	orang:nama-depan	1	tidak
Morgan	orang:nama-depan	1	tidak
Bisma	orang:nama-depan	1	tidak
Rifat	orang:nama-depan	1	tidak
Udo	orang:nama-depan	1	ya
Mari	orang:nama-depan	1	ya
Elie	orang:nama-depan	1	tidak
Suzanna	orang:nama-depan	1	tidak
Thom	orang:nama-depan	1	tidak
Leila	orang:nama-depan	1	tidak
Suwarsih	orang:nama-depan	1	tidak
Mateus	orang:nama-depan	1	tidak
Maxime	orang:nama-depan	1	tidak
Miriam	orang:nama-depan	1	tidak
Mirta	orang:nama-depan	1	tidak
Mischa	orang:nama-depan	1	tidak
Monita	orang:nama-depan	1	tidak
Monique	orang:nama-depan	1	tidak
Monty	orang:nama-depan	1	tidak
Akhdan	orang:nama-depan	1	tidak
Rafiddias	orang:nama-depan	1	tidak
Reinout	orang:nama-depan	1	tidak
Renatus	orang:nama-depan	1	tidak
Reuben	orang:nama-depan	1	tidak
Riana	orang:nama-depan	1	tidak
Rieka	orang:nama-depan	1	tidak
Romeo	orang:nama-depan	1	tidak
Rosemarie	orang:nama-depan	1	tidak
Ruby	orang:nama-depan	1	tidak
Saadah	orang:nama-depan	1	ya
Sandrina	orang:nama-depan	1	tidak
Saphira	orang:nama-depan	1	tidak
Sheryl	orang:nama-depan	1	tidak
Silas	orang:nama-depan	1	tidak
Bernadette	orang:nama-depan	1	tidak
Bill	orang:nama-depan	1	tidak
Cali	orang:nama-depan	1	tidak
Cas	orang:nama-depan	1	ya
Chand	orang:nama-depan	1	tidak
Chelsie	orang:nama-depan	1	tidak
Chelsy	orang:nama-depan	1	tidak
Chitra	orang:nama-depan	1	tidak
Christoffer	orang:nama-depan	1	tidak
Cleopatra	orang:nama-depan	1	tidak
Conchita	orang:nama-depan	1	tidak
Deariska	orang:nama-depan	1	tidak
Dahlia	orang:nama-depan	1	ya
Dion	orang:nama-depan	1	tidak
Djair	orang:nama-depan	1	tidak
Muni	orang:nama-depan	1	tidak
Nancy	orang:nama-depan	1	tidak
Nazif	orang:nama-depan	1	tidak
Nestor	orang:nama-depan	1	ya
Nick	orang:nama-depan	1	tidak
Nizar	orang:nama-depan	1	tidak
Nola	orang:nama-depan	1	tidak
Nurul	orang:nama-depan	1	tidak
Oeripan	orang:nama-depan	1	tidak
Onno	orang:nama-depan	1	tidak
Paquita	orang:nama-depan	1	tidak
Pino	orang:nama-depan	1	tidak
Heidy	orang:nama-depan	1	tidak
Hermann	orang:nama-depan	1	tidak
Hetty	orang:nama-depan	1	tidak
Jody	orang:nama-depan	1	tidak
Karis	orang:nama-depan	1	tidak
Bai	orang:nama-depan	1	tidak
Izak	orang:nama-depan	1	tidak
Reynold	orang:nama-depan	1	tidak
Rima	orang:nama-depan	1	ya
Sandro	orang:nama-depan	1	tidak
Sylvana	orang:nama-depan	1	tidak
Jamie	orang:nama-depan	1	tidak
Jacobus	orang:nama-depan	1	tidak
Aston	orang:nama-depan	1	tidak
José	orang:nama-depan	1	tidak
Radin	orang:nama-depan	1	ya
Sadrach	orang:nama-depan	1	tidak
Lavinia	orang:nama-depan	1	tidak
Linton	orang:nama-depan	1	tidak
Afgansyah	orang:nama-depan	1	tidak
Adelina	orang:nama-depan	1	tidak
Asma	orang:nama-depan	1	ya
Aurelie	orang:nama-depan	1	tidak
Lula	orang:nama-depan	1	tidak
Sudi	orang:nama-depan	1	ya
Shae	orang:nama-depan	1	tidak
Davis	orang:nama-depan	1	tidak
Nayaka	orang:nama-depan	1	ya
Lukhi	orang:nama-depan	1	tidak
Apri	orang:nama-depan	1	tidak
Gordon	orang:nama-depan	1	tidak
Nurbeta	orang:nama-depan	1	tidak
Alfian	orang:nama-depan	1	tidak
Leopold	orang:nama-depan	1	tidak
Anny	orang:nama-depan	1	tidak
Anya	orang:nama-depan	1	tidak
Mansur	orang:nama-depan	1	tidak
Linus	orang:nama-depan	1	tidak
Kamila	orang:nama-depan	1	tidak
Soeman	orang:nama-depan	1	tidak
Ludovikus	orang:nama-depan	1	tidak
Miro	orang:nama-depan	1	tidak
Krisna	orang:nama-depan	1	tidak
Charis	orang:nama-depan	1	tidak
Erol	orang:nama-depan	1	tidak
Rossa	orang:nama-depan	1	tidak
Tora	orang:nama-depan	1	tidak
Indy	orang:nama-depan	1	tidak
Dominggus	orang:nama-depan	1	tidak
Saul	orang:nama-depan	1	tidak
Gerungan	orang:nama-depan	1	tidak
Gareth	orang:nama-depan	1	tidak
Darwin	orang:nama-depan	1	tidak
Sunny	orang:nama-depan	1	tidak
Armida	orang:nama-depan	1	tidak
Selina	orang:nama-depan	1	tidak
Anissa	orang:nama-depan	1	tidak
Hannah	orang:nama-depan	1	tidak
Helen	orang:nama-depan	1	tidak
Hendrikus	orang:nama-depan	1	tidak
Idris	orang:nama-depan	1	tidak
Innes	orang:nama-depan	1	tidak
Ismael	orang:nama-depan	1	tidak
Jimi	orang:nama-depan	1	tidak
Umar	orang:nama-depan	1	tidak
Lana	orang:nama-depan	1	ya
Latasha	orang:nama-depan	1	tidak
Sissy	orang:nama-depan	1	tidak
Steny	orang:nama-depan	1	tidak
Stuart	orang:nama-depan	1	tidak
Sulistyo	orang:nama-depan	1	tidak
Terryana	orang:nama-depan	1	tidak
Tini	orang:nama-depan	1	tidak
Tirto	orang:nama-depan	1	tidak
Ugo	orang:nama-depan	1	tidak
Valerina	orang:nama-depan	1	tidak
Verna	orang:nama-depan	1	tidak
Vienna	orang:nama-depan	1	tidak
Vilia	orang:nama-depan	1	tidak
Vitalis	orang:nama-depan	1	tidak
Vivi	orang:nama-depan	1	tidak
Wimar	orang:nama-depan	1	tidak
Winson	orang:nama-depan	1	tidak
